## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:07:17
Temperature	21.35
Note	

[Acquisition Settings]
Amplitude (V)	2.500
Frequency (Hz)	5.0
DC Offset (V)	0.000
Duty Cycle (%)	60
Phase (°)	0
Cycles	2

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	1.24667E+0	8.17696E-6	1.01199E+0	-2.08819E-7
6.55360E-4	1.24721E+0	1.30263E-5	9.99935E-1	-1.86554E-8
1.31072E-3	1.24640E+0	6.60420E-6	1.00002E+0	-1.14880E-8
1.96608E-3	1.24856E+0	9.74972E-6	9.99948E-1	-7.58761E-9
2.62144E-3	1.24775E+0	9.35653E-6	1.00005E+0	-6.27735E-9
3.27680E-3	1.24640E+0	4.63824E-6	9.99910E-1	-4.39895E-9
3.93216E-3	1.24506E+0	1.06672E-5	1.00000E+0	-5.45487E-9
4.58752E-3	1.24532E+0	1.23710E-5	1.00003E+0	-3.67489E-9
5.24288E-3	1.24613E+0	7.25951E-6	9.99950E-1	-3.18377E-9
5.89824E-3	1.24613E+0	1.05361E-5	9.99990E-1	-1.26973E-9
6.55360E-3	1.24452E+0	8.30802E-6	9.99988E-1	-2.76160E-9
7.20896E-3	1.24479E+0	1.44680E-5	1.00013E+0	-1.56686E-9
7.86432E-3	1.24613E+0	1.93174E-5	9.99938E-1	-1.32487E-9
8.51968E-3	1.24559E+0	8.30802E-6	1.00003E+0	-1.02203E-9
9.17504E-3	1.24640E+0	8.57015E-6	9.99849E-1	-5.65626E-10
9.83040E-3	1.24667E+0	1.38127E-5	1.00016E+0	-1.36386E-9
1.04858E-2	1.24586E+0	7.52164E-6	9.99967E-1	3.05532E-11
1.11411E-2	1.24532E+0	1.78757E-5	9.99954E-1	-8.43145E-12
1.17965E-2	1.24775E+0	1.72203E-5	9.99950E-1	-3.19833E-10
1.24518E-2	1.24721E+0	8.04589E-6	9.99982E-1	-4.94313E-10
1.31072E-2	1.24694E+0	1.02740E-5	1.00006E+0	-1.66747E-10
