## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:14:49
Temperature	21.34
Note	

[Acquisition Settings]
Amplitude (V)	2.500
Frequency (Hz)	5.0
DC Offset (V)	1.250
Duty Cycle (%)	50
Phase (°)	0
Cycles	6

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	2.49468E+0	1.22399E-5	2.78857E+0	9.85065E-7
6.55360E-4	2.49199E+0	8.96334E-6	2.87503E+0	1.00204E-6
1.31072E-3	2.49132E+0	4.11399E-6	2.67423E+0	1.00376E-6
1.96608E-3	2.49065E+0	9.48759E-6	2.51483E+0	1.00232E-6
2.62144E-3	2.49199E+0	5.68675E-6	2.37695E+0	1.00309E-6
3.27680E-3	2.49065E+0	1.26331E-5	2.25435E+0	1.00116E-6
3.93216E-3	2.48863E+0	8.57015E-6	2.24222E+0	1.00009E-6
4.58752E-3	2.48930E+0	1.28952E-5	2.17712E+0	1.00077E-6
5.24288E-3	2.48594E+0	1.07982E-5	2.19225E+0	9.99518E-7
5.89824E-3	2.49065E+0	1.14535E-5	2.19639E+0	1.00038E-6
6.55360E-3	2.49334E+0	6.73526E-6	2.15603E+0	1.00134E-6
7.20896E-3	2.49334E+0	9.09440E-6	2.06535E+0	1.00168E-6
7.86432E-3	2.49065E+0	9.74972E-6	2.01750E+0	9.99225E-7
8.51968E-3	2.49267E+0	-8.00432E-8	2.12001E+0	9.98948E-7
9.17504E-3	2.49401E+0	1.11914E-5	2.12482E+0	1.00025E-6
9.83040E-3	2.49267E+0	1.13225E-5	2.13324E+0	9.99232E-7
1.04858E-2	2.49065E+0	3.85186E-6	2.14983E+0	9.99701E-7
1.11411E-2	2.49065E+0	3.13147E-7	2.17498E+0	9.99790E-7
1.17965E-2	2.49267E+0	5.68675E-6	2.23007E+0	9.99002E-7
1.24518E-2	2.49199E+0	1.85310E-5	2.26352E+0	9.98817E-7
1.31072E-2	2.49199E+0	1.10604E-5	2.26949E+0	1.00131E-6
1.37626E-2	2.48930E+0	9.88078E-6	2.22609E+0	1.00074E-6
1.44179E-2	2.49199E+0	1.76135E-5	2.18146E+0	1.00011E-6
1.50733E-2	2.49199E+0	8.30802E-6	2.19785E+0	1.00003E-6
1.57286E-2	2.49065E+0	5.16250E-6	2.17188E+0	1.00042E-6
1.63840E-2	2.49132E+0	7.65270E-6	2.09011E+0	1.00223E-6
1.70394E-2	2.48998E+0	1.06672E-5	1.99769E+0	1.00113E-6
1.76947E-2	2.48729E+0	1.26331E-5	1.96340E+0	1.00061E-6
1.83501E-2	2.48998E+0	1.09293E-5	1.96310E+0	9.99313E-7
1.90054E-2	2.49065E+0	1.05361E-5	1.99330E+0	9.99865E-7
1.96608E-2	2.48796E+0	3.32761E-6	1.97439E+0	1.00025E-6
2.03162E-2	2.49199E+0	8.96334E-6	2.01057E+0	9.98527E-7
2.09715E-2	2.49199E+0	8.30802E-6	2.06920E+0	1.00018E-6
2.16269E-2	2.49065E+0	3.98293E-6	2.04811E+0	9.99728E-7
2.22822E-2	2.49199E+0	8.57015E-6	2.04719E+0	9.99891E-7
2.29376E-2	2.49132E+0	1.87931E-5	2.04188E+0	1.00050E-6
2.35930E-2	2.49334E+0	8.43908E-6	2.00722E+0	1.00056E-6
2.42483E-2	2.48998E+0	1.48612E-5	1.99703E+0	9.99687E-7
2.49037E-2	2.49065E+0	9.48759E-6	2.03583E+0	9.99622E-7
2.55590E-2	2.49199E+0	-1.91493E-6	2.02817E+0	1.00026E-6
2.62144E-2	2.49267E+0	8.57015E-6	2.05755E+0	9.99232E-7
2.68698E-2	2.49065E+0	1.31574E-5	2.09841E+0	9.99053E-7
2.75251E-2	2.48998E+0	7.91483E-6	2.14138E+0	9.99235E-7
2.81805E-2	2.49199E+0	1.11914E-5	2.14377E+0	9.99938E-7
2.88358E-2	2.49267E+0	8.43908E-6	2.16058E+0	1.00026E-6
2.94912E-2	2.48863E+0	5.81781E-6	2.10810E+0	1.00058E-6
3.01466E-2	2.49199E+0	1.02740E-5	2.15192E+0	9.99258E-7
3.08019E-2	2.49132E+0	1.04050E-5	2.12788E+0	1.00120E-6
3.14573E-2	2.49199E+0	1.04050E-5	2.12601E+0	9.99524E-7
3.21126E-2	2.48930E+0	9.35653E-6	2.10450E+0	1.00049E-6
3.27680E-2	2.48930E+0	3.98293E-6	2.10674E+0	9.99694E-7
3.34234E-2	2.48998E+0	1.91863E-5	2.11163E+0	9.99953E-7
3.40787E-2	2.48863E+0	1.02740E-5	2.16036E+0	9.98351E-7
3.47341E-2	2.49199E+0	2.27250E-5	2.19162E+0	1.00043E-6
3.53894E-2	2.48930E+0	9.09440E-6	2.16870E+0	1.00053E-6
3.60448E-2	2.49132E+0	6.07994E-6	2.14331E+0	1.00022E-6
3.67002E-2	2.49199E+0	1.47301E-5	2.15305E+0	9.99763E-7
3.73555E-2	2.49267E+0	6.60420E-6	2.16632E+0	9.98566E-7
3.80109E-2	2.48527E+0	1.11914E-5	2.27514E+0	9.97708E-7
3.86662E-2	2.48796E+0	1.27642E-5	2.40658E+0	9.98748E-7
3.93216E-2	2.48998E+0	9.09440E-6	2.38842E+0	1.00074E-6
3.99770E-2	2.49065E+0	8.43908E-6	2.35300E+0	9.99375E-7
4.06323E-2	2.48863E+0	1.48612E-5	2.38444E+0	1.00234E-6
4.12877E-2	2.49132E+0	8.30802E-6	2.19738E+0	1.00232E-6
4.19430E-2	2.49132E+0	1.01429E-5	2.19164E+0	9.98753E-7
4.25984E-2	2.48930E+0	7.52164E-6	2.19829E+0	1.00012E-6
4.32538E-2	2.49468E+0	5.94888E-6	2.22085E+0	1.00035E-6
4.39091E-2	2.48998E+0	2.32493E-5	2.19688E+0	1.00018E-6
4.45645E-2	2.49132E+0	1.27642E-5	2.17671E+0	1.00019E-6
4.52198E-2	2.49065E+0	9.48759E-6	2.17245E+0	1.00037E-6
4.58752E-2	2.48863E+0	1.28952E-5	2.16274E+0	9.99924E-7
4.65306E-2	2.49334E+0	6.73526E-6	2.13472E+0	1.00112E-6
4.71859E-2	2.49065E+0	1.06672E-5	2.10215E+0	1.00029E-6
4.78413E-2	2.48863E+0	4.44211E-7	2.06886E+0	1.00074E-6
4.84966E-2	2.48998E+0	1.49923E-5	2.03857E+0	1.00004E-6
4.91520E-2	2.48930E+0	1.36816E-5	2.05976E+0	9.99405E-7
4.98074E-2	2.49065E+0	1.05361E-5	2.12287E+0	9.99178E-7
5.04627E-2	2.48930E+0	1.27642E-5	2.13825E+0	9.99561E-7
5.11181E-2	2.48662E+0	1.10604E-5	2.15890E+0	9.99751E-7
5.17734E-2	2.48930E+0	7.39058E-6	2.16387E+0	9.99663E-7
5.24288E-2	2.48998E+0	1.40748E-5	2.15368E+0	1.00128E-6
5.30842E-2	2.49334E+0	8.96334E-6	2.12324E+0	9.99544E-7
5.37395E-2	2.48930E+0	9.48759E-6	2.12376E+0	1.00051E-6
5.43949E-2	2.49132E+0	1.18467E-5	2.10066E+0	1.00039E-6
5.50502E-2	2.49132E+0	5.81781E-6	2.08965E+0	1.00008E-6
5.57056E-2	2.49065E+0	9.22547E-6	2.08640E+0	9.99869E-7
5.63610E-2	2.48796E+0	8.96334E-6	2.10207E+0	9.99749E-7
5.70163E-2	2.48998E+0	8.83228E-6	2.11859E+0	9.99467E-7
5.76717E-2	2.49199E+0	1.35506E-5	2.16467E+0	9.98865E-7
5.83270E-2	2.48863E+0	1.21089E-5	2.20220E+0	9.99806E-7
5.89824E-2	2.49334E+0	5.16250E-6	2.18578E+0	1.00052E-6
5.96378E-2	2.49267E+0	1.30263E-5	2.16420E+0	1.00086E-6
6.02931E-2	2.49267E+0	7.39058E-6	2.11701E+0	1.00032E-6
6.09485E-2	2.49199E+0	8.70121E-6	2.09420E+0	1.00068E-6
6.16038E-2	2.48998E+0	1.27642E-5	2.05032E+0	1.00116E-6
6.22592E-2	2.49065E+0	1.17157E-5	2.04330E+0	9.99301E-7
6.29146E-2	2.48998E+0	9.74972E-6	2.10895E+0	9.98063E-7
6.35699E-2	2.49132E+0	7.12845E-6	2.16728E+0	9.99564E-7
6.42253E-2	2.49132E+0	6.86632E-6	2.18599E+0	9.99948E-7
6.48806E-2	2.49267E+0	1.23710E-5	2.15470E+0	1.00077E-6
6.55360E-2	2.49334E+0	1.56476E-5	2.13562E+0	9.99188E-7
6.61914E-2	2.49132E+0	1.22399E-5	2.19428E+0	1.00023E-6
6.68467E-2	2.49199E+0	1.10604E-5	2.16378E+0	9.99962E-7
6.75021E-2	2.49065E+0	4.24505E-6	2.17055E+0	9.99727E-7
6.81574E-2	2.48930E+0	1.55165E-5	2.20488E+0	9.99567E-7
6.88128E-2	2.48796E+0	5.94888E-6	2.25411E+0	9.97778E-7
6.94682E-2	2.49334E+0	2.93442E-6	2.34493E+0	1.00001E-6
7.01235E-2	2.49065E+0	1.09293E-5	2.33600E+0	1.00011E-6
7.07789E-2	2.48662E+0	9.35653E-6	2.32960E+0	1.00017E-6
7.14342E-2	2.48998E+0	4.24505E-6	2.31447E+0	9.99039E-7
7.20896E-2	2.49132E+0	7.39058E-6	2.36946E+0	9.99182E-7
7.27450E-2	2.49132E+0	9.35653E-6	2.44736E+0	9.99682E-7
7.34003E-2	2.48930E+0	9.74972E-6	2.39850E+0	1.00090E-6
7.40557E-2	2.48998E+0	1.26331E-5	2.38782E+0	9.99747E-7
7.47110E-2	2.48796E+0	1.04050E-5	2.39451E+0	9.99742E-7
7.53664E-2	2.49065E+0	1.62378E-6	2.40914E+0	9.99807E-7
7.60218E-2	2.48796E+0	5.94888E-6	2.46003E+0	9.98355E-7
7.66771E-2	2.48863E+0	1.04050E-5	2.51312E+0	9.99032E-7
7.73325E-2	2.49132E+0	1.27642E-5	2.62142E+0	9.98504E-7
7.79878E-2	2.48930E+0	5.03143E-6	2.69383E+0	9.97960E-7
7.86432E-2	2.49199E+0	1.07982E-5	2.78950E+0	9.98696E-7
7.92986E-2	2.48863E+0	8.17696E-6	2.80072E+0	1.00085E-6
7.99539E-2	2.49199E+0	1.98416E-5	2.76145E+0	1.00041E-6
8.06093E-2	2.49065E+0	3.45867E-6	2.78881E+0	9.99835E-7
8.12646E-2	2.48998E+0	9.74972E-6	2.73512E+0	1.00054E-6
8.19200E-2	2.48998E+0	9.09440E-6	2.75351E+0	9.99565E-7
8.25754E-2	2.49334E+0	1.26331E-5	2.74182E+0	1.00024E-6
8.32307E-2	2.48796E+0	7.78377E-6	2.71660E+0	1.00044E-6
8.38861E-2	2.49065E+0	2.33803E-5	2.73878E+0	9.99907E-7
8.45414E-2	2.48998E+0	1.19778E-5	2.76340E+0	9.99913E-7
