## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:01:38
Temperature	21.36
Note	

[Acquisition Settings]
Amplitude (V)	2.000
Frequency (Hz)	10.0
DC Offset (V)	1.000
Duty Cycle (%)	40
Phase (°)	0
Cycles	10

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	1.99184E+0	1.30263E-5	1.00418E+0	-1.65825E-7
6.55360E-4	1.99319E+0	8.30802E-6	9.99862E-1	-1.43914E-8
1.31072E-3	1.99400E+0	6.73526E-6	1.00001E+0	-9.41798E-9
1.96608E-3	1.99319E+0	1.18467E-5	1.00000E+0	-5.90889E-9
2.62144E-3	1.99211E+0	8.96334E-6	1.00000E+0	-6.27735E-9
3.27680E-3	1.99104E+0	8.70121E-6	1.00002E+0	-4.29816E-9
3.93216E-3	1.99427E+0	3.06548E-6	9.99952E-1	-3.41245E-9
4.58752E-3	1.99373E+0	9.88078E-6	9.99990E-1	-3.07918E-9
5.24288E-3	1.99346E+0	1.35506E-5	1.00003E+0	-3.66538E-9
5.89824E-3	1.99481E+0	4.90037E-6	9.99931E-1	-1.71852E-9
6.55360E-3	1.99346E+0	7.12845E-6	1.00005E+0	-1.92771E-9
7.20896E-3	1.99157E+0	8.43908E-6	1.00006E+0	-2.53387E-9
7.86432E-3	1.99454E+0	8.57015E-6	9.99908E-1	-1.21648E-9
8.51968E-3	1.99265E+0	2.11522E-5	1.00001E+0	-2.60804E-9
9.17504E-3	1.99319E+0	2.27910E-6	1.00010E+0	-5.35199E-10
9.83040E-3	1.99454E+0	7.91483E-6	9.99959E-1	-7.54368E-10
1.04858E-2	1.99292E+0	9.35653E-6	9.99925E-1	-1.06910E-9
1.11411E-2	1.99265E+0	5.42462E-6	9.99986E-1	-1.36481E-9
1.17965E-2	1.99104E+0	-1.52174E-6	1.00013E+0	-3.24112E-10
1.24518E-2	1.99346E+0	-5.06046E-6	9.99916E-1	-2.50897E-10
1.31072E-2	1.99292E+0	1.01429E-5	1.00005E+0	-1.45229E-9
1.37626E-2	1.99238E+0	1.06672E-5	9.99984E-1	3.56217E-10
1.44179E-2	1.99184E+0	1.28952E-5	9.99944E-1	-1.13090E-9
1.50733E-2	1.99265E+0	1.04050E-5	1.00005E+0	8.85546E-11
1.57286E-2	1.99265E+0	8.70121E-6	9.99967E-1	-1.39904E-9
