## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:02:51
Temperature	21.35
Note	

[Acquisition Settings]
Amplitude (V)	2.000
Frequency (Hz)	10.0
DC Offset (V)	1.000
Duty Cycle (%)	40
Phase (°)	0
Cycles	10

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	1.99184E+0	9.61866E-6	1.00411E+0	-1.64591E-7
6.55360E-4	1.99265E+0	7.78377E-6	9.99982E-1	-1.36259E-8
1.31072E-3	1.99265E+0	1.70893E-5	9.99948E-1	-8.59455E-9
1.96608E-3	1.99319E+0	1.32884E-5	9.99982E-1	-6.48748E-9
2.62144E-3	1.99157E+0	2.37735E-5	1.00002E+0	-5.24188E-9
3.27680E-3	1.99104E+0	9.22547E-6	1.00004E+0	-5.28229E-9
3.93216E-3	1.99373E+0	1.86620E-5	9.99929E-1	-2.41026E-9
4.58752E-3	1.99265E+0	-4.14301E-6	9.99984E-1	-3.76712E-9
5.24288E-3	1.99373E+0	5.16250E-6	9.99929E-1	-2.99693E-9
5.89824E-3	1.99373E+0	1.51233E-5	1.00010E+0	-2.06558E-9
6.55360E-3	1.99346E+0	9.88078E-6	9.99965E-1	-8.85585E-10
7.20896E-3	1.99373E+0	9.48759E-6	9.99984E-1	-1.99855E-9
7.86432E-3	1.99454E+0	9.09440E-6	1.00001E+0	-1.92914E-9
8.51968E-3	1.99104E+0	7.52164E-6	1.00002E+0	-1.19794E-9
9.17504E-3	1.99535E+0	1.06672E-5	1.00002E+0	-1.31489E-9
9.83040E-3	1.99346E+0	1.23710E-5	9.99986E-1	3.33872E-10
1.04858E-2	1.99238E+0	9.09440E-6	1.00004E+0	-9.03176E-10
1.11411E-2	1.99104E+0	1.09293E-5	9.99999E-1	-1.16038E-9
1.17965E-2	1.99130E+0	1.09293E-5	9.99959E-1	4.66040E-10
1.24518E-2	1.99238E+0	1.02740E-5	1.00001E+0	-1.75608E-9
1.31072E-2	1.99265E+0	8.30802E-6	9.99971E-1	6.74750E-10
1.37626E-2	1.99400E+0	1.56476E-5	1.00001E+0	1.24687E-10
1.44179E-2	1.99346E+0	1.01429E-5	1.00007E+0	-1.26355E-9
1.50733E-2	1.99157E+0	-2.57025E-6	9.99876E-1	-1.21582E-10
1.57286E-2	1.99346E+0	8.57015E-6	1.00007E+0	7.90462E-11
1.63840E-2	1.99292E+0	1.21089E-5	9.99948E-1	2.44493E-10
1.70394E-2	1.99157E+0	1.07982E-5	1.00005E+0	-2.81799E-10
1.76947E-2	1.99319E+0	7.39058E-6	1.00001E+0	-1.38697E-10
1.83501E-2	1.99319E+0	8.30802E-6	9.99929E-1	6.60963E-10
1.90054E-2	1.99319E+0	8.43908E-6	1.00011E+0	4.50351E-10
1.96608E-2	1.99346E+0	1.32884E-5	9.99885E-1	4.12317E-10
2.03162E-2	1.99373E+0	1.28952E-5	1.00004E+0	-3.53112E-10
2.09715E-2	1.99265E+0	9.35653E-6	9.99999E-1	7.65555E-10
2.16269E-2	1.99130E+0	8.43908E-6	1.00008E+0	1.59392E-10
2.22822E-2	1.99211E+0	8.30802E-6	9.99872E-1	-2.26941E-11
2.29376E-2	1.99184E+0	9.61866E-6	1.00006E+0	5.22615E-10
2.35930E-2	1.99292E+0	6.60420E-6	9.99946E-1	9.40986E-10
2.42483E-2	1.99104E+0	1.21089E-5	1.00011E+0	-1.14451E-10
2.49037E-2	1.99265E+0	1.00118E-5	9.99885E-1	4.33895E-11
2.55590E-2	1.99077E+0	8.70121E-6	1.00011E+0	1.20960E-9
2.62144E-2	1.99184E+0	7.91483E-6	9.99988E-1	4.18973E-10
2.68698E-2	1.99265E+0	1.25021E-5	9.99902E-1	5.93453E-10
2.75251E-2	1.99427E+0	1.15846E-5	1.00003E+0	3.86644E-10
2.81805E-2	1.99400E+0	6.73526E-6	9.99999E-1	-4.40590E-10
2.88358E-2	1.99319E+0	-5.71577E-6	1.00003E+0	2.11718E-9
2.94912E-2	1.99265E+0	8.30802E-6	9.99967E-1	-4.41541E-10
3.01466E-2	1.99104E+0	2.08901E-5	1.00002E+0	1.45349E-9
3.08019E-2	1.99157E+0	1.78757E-5	9.99944E-1	-8.83683E-10
3.14573E-2	1.99238E+0	7.39058E-6	1.00014E+0	1.64128E-9
3.21126E-2	1.99211E+0	8.30802E-6	9.99914E-1	8.46377E-10
3.27680E-2	1.99130E+0	-2.30812E-6	1.00001E+0	-2.38536E-10
3.34234E-2	1.99238E+0	1.32884E-5	1.00005E+0	7.99310E-10
3.40787E-2	1.99238E+0	1.25021E-5	1.00002E+0	9.82348E-10
3.47341E-2	1.99211E+0	7.12845E-6	9.99904E-1	6.88537E-10
3.53894E-2	1.99373E+0	1.06672E-5	1.00008E+0	1.46081E-10
3.60448E-2	1.99319E+0	9.88078E-6	9.99946E-1	1.19344E-9
3.67002E-2	1.99184E+0	6.73526E-6	9.99984E-1	1.26095E-9
3.73555E-2	1.99292E+0	9.35653E-6	1.00004E+0	3.09150E-10
3.80109E-2	1.99319E+0	7.78377E-6	1.00002E+0	1.52528E-9
3.86662E-2	1.99184E+0	8.30802E-6	9.99895E-1	-8.92532E-11
3.93216E-2	1.99292E+0	7.91483E-6	1.00009E+0	1.79960E-9
3.99770E-2	-6.87507E-3	9.48759E-6	9.47739E-1	3.34754E-7
4.06323E-2	-4.44780E-3	1.99727E-5	1.00016E+0	3.33063E-8
4.12877E-2	-5.79628E-3	2.01697E-6	9.99948E-1	2.41753E-8
4.19430E-2	-7.68415E-3	1.36166E-6	1.00011E+0	1.68900E-8
4.25984E-2	-7.68415E-3	7.39058E-6	9.99988E-1	1.59287E-8
4.32538E-2	-6.33567E-3	-4.27408E-6	9.99988E-1	1.33756E-8
4.39091E-2	-5.52658E-3	1.05361E-5	9.99988E-1	1.26449E-8
4.45645E-2	-6.33567E-3	1.17157E-5	1.00008E+0	9.70587E-9
4.52198E-2	-8.76294E-3	9.74972E-6	9.99961E-1	1.07684E-8
4.58752E-2	-4.98719E-3	9.48759E-6	1.00007E+0	9.27751E-9
