## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:13:28
Temperature	21.34
Note	

[Acquisition Settings]
Amplitude (V)	2.500
Frequency (Hz)	5.0
DC Offset (V)	1.250
Duty Cycle (%)	50
Phase (°)	0
Cycles	6

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	2.49065E+0	4.11399E-6	2.49702E+0	3.88617E-7
6.55360E-4	2.49267E+0	1.00118E-5	2.50136E+0	1.56919E-7
1.31072E-3	2.49267E+0	-7.35361E-7	2.50030E+0	4.84670E-8
1.96608E-3	2.49132E+0	1.87931E-5	2.50008E+0	1.86058E-8
2.62144E-3	2.49065E+0	5.55569E-6	2.50008E+0	2.03572E-8
3.27680E-3	2.48998E+0	1.07982E-5	2.49993E+0	1.81460E-8
3.93216E-3	2.49132E+0	7.39058E-6	2.50007E+0	1.79093E-8
4.58752E-3	2.49132E+0	1.10604E-5	2.49996E+0	1.81864E-8
5.24288E-3	2.49132E+0	2.27910E-6	2.49995E+0	1.69480E-8
5.89824E-3	2.49199E+0	4.90037E-6	2.50008E+0	1.72404E-8
6.55360E-3	2.49267E+0	7.25951E-6	2.49997E+0	1.66713E-8
7.20896E-3	2.49132E+0	1.47301E-5	2.50005E+0	1.65990E-8
7.86432E-3	2.48863E+0	1.18467E-5	2.49994E+0	1.66798E-8
8.51968E-3	2.49065E+0	4.76931E-6	2.50000E+0	1.63504E-8
9.17504E-3	2.48930E+0	1.95795E-5	2.49998E+0	1.78304E-8
9.83040E-3	2.49065E+0	1.13225E-5	2.50006E+0	1.58816E-8
1.04858E-2	2.48998E+0	6.99739E-6	2.49990E+0	1.68553E-8
1.11411E-2	2.48998E+0	1.07982E-5	2.50005E+0	1.65847E-8
1.17965E-2	2.49065E+0	-8.66424E-7	2.50000E+0	1.62353E-8
1.24518E-2	2.49132E+0	1.49923E-5	2.50000E+0	1.65248E-8
1.31072E-2	2.49065E+0	1.14535E-5	2.49998E+0	1.51528E-8
1.37626E-2	2.49065E+0	8.57015E-6	2.50000E+0	1.57513E-8
1.44179E-2	2.48998E+0	8.57015E-6	2.50004E+0	1.70250E-8
1.50733E-2	2.48930E+0	2.14804E-6	2.50007E+0	1.53044E-8
1.57286E-2	2.49065E+0	2.41667E-5	2.49995E+0	1.53515E-8
1.63840E-2	2.49267E+0	8.04589E-6	2.49999E+0	1.59890E-8
