## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:06:58
Temperature	21.35
Note	

[Acquisition Settings]
Amplitude (V)	2.500
Frequency (Hz)	5.0
DC Offset (V)	0.000
Duty Cycle (%)	60
Phase (°)	0
Cycles	2

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	1.24586E+0	5.03143E-6	1.00851E+0	-9.99207E-8
6.55360E-4	1.24829E+0	1.06672E-5	1.00006E+0	7.29964E-8
1.31072E-3	1.24721E+0	1.63029E-5	1.00007E+0	5.11731E-8
1.96608E-3	1.24532E+0	5.94888E-6	1.00009E+0	3.99969E-8
2.62144E-3	1.24640E+0	8.57015E-6	1.00000E+0	3.05018E-8
3.27680E-3	1.24613E+0	1.55165E-5	1.00002E+0	2.41910E-8
3.93216E-3	1.24721E+0	1.17157E-5	9.99969E-1	2.54918E-8
4.58752E-3	1.24586E+0	9.88078E-6	1.00007E+0	1.99978E-8
5.24288E-3	1.24613E+0	5.94888E-6	9.99950E-1	1.95357E-8
5.89824E-3	1.24721E+0	8.17696E-6	1.00008E+0	1.71724E-8
6.55360E-3	1.24559E+0	1.00118E-5	9.99959E-1	1.58293E-8
7.20896E-3	1.24748E+0	9.35653E-6	9.99992E-1	1.56016E-8
7.86432E-3	1.24694E+0	9.74972E-6	1.00010E+0	1.23659E-8
8.51968E-3	1.24694E+0	9.48759E-6	9.99872E-1	1.21990E-8
9.17504E-3	1.24613E+0	4.90037E-6	1.00006E+0	1.15971E-8
9.83040E-3	1.24425E+0	1.44680E-5	1.00008E+0	1.07475E-8
1.04858E-2	1.24586E+0	9.88078E-6	9.99935E-1	9.18813E-9
1.11411E-2	1.24667E+0	1.07982E-5	9.99942E-1	9.26658E-9
1.17965E-2	1.24748E+0	1.73514E-5	1.00006E+0	1.01342E-8
1.24518E-2	1.24506E+0	1.82084E-7	9.99969E-1	8.30337E-9
1.31072E-2	1.24532E+0	9.74972E-6	1.00005E+0	7.90307E-9
1.37626E-2	1.24667E+0	1.06672E-5	9.99940E-1	6.67315E-9
1.44179E-2	1.24748E+0	1.39438E-5	1.00003E+0	7.41291E-9
1.50733E-2	1.24586E+0	8.37401E-7	1.00010E+0	6.53670E-9
1.57286E-2	1.24640E+0	6.99739E-6	9.99978E-1	7.74095E-9
1.63840E-2	1.24802E+0	5.81781E-6	9.99971E-1	5.96667E-9
1.70394E-2	1.24479E+0	9.09440E-6	9.99990E-1	6.12641E-9
1.76947E-2	1.24721E+0	1.30263E-5	9.99950E-1	6.19725E-9
1.83501E-2	1.24694E+0	8.30802E-6	1.00009E+0	5.20029E-9
1.90054E-2	1.24694E+0	1.25021E-5	9.99933E-1	5.24831E-9
1.96608E-2	1.24371E+0	2.23318E-5	1.00003E+0	5.30964E-9
2.03162E-2	1.24667E+0	1.36816E-5	9.99997E-1	5.07811E-9
2.09715E-2	1.24559E+0	7.91483E-6	1.00003E+0	4.75625E-9
2.16269E-2	1.24694E+0	1.06672E-5	1.00001E+0	4.41204E-9
2.22822E-2	1.24802E+0	2.80335E-6	1.00005E+0	5.76937E-9
2.29376E-2	1.24586E+0	6.86632E-6	9.99859E-1	4.97114E-9
2.35930E-2	1.24532E+0	9.22547E-6	1.00004E+0	4.22235E-9
2.42483E-2	1.24694E+0	8.37401E-7	1.00003E+0	4.27845E-9
2.49037E-2	1.24586E+0	1.27642E-5	9.99986E-1	4.21332E-9
2.55590E-2	1.24640E+0	1.07982E-5	9.99992E-1	3.02191E-9
2.62144E-2	1.24613E+0	-4.14301E-6	1.00003E+0	4.41062E-9
