## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Pulsed
Date	2024-03-03
Time	04:16:56
Temperature	21.34
Note	

[Acquisition Settings]
Amplitude (V)	2.500
Frequency (Hz)	2.5
DC Offset (V)	1.250
Duty Cycle (%)	50
Phase (°)	0
Cycles	6

## Data ##
Time (s)	DC Channel Voltage (V)	DC Channel Current (A)	Pulse Channel Voltage (V)	Pulse Channel Current (A)
0.00000E+0	2.48998E+0	1.21089E-5	1.30294E+0	1.00219E-6
6.55360E-4	2.49267E+0	7.52164E-6	1.44088E+0	9.98915E-7
1.31072E-3	2.49132E+0	7.78377E-6	1.45999E+0	9.99595E-7
1.96608E-3	2.48998E+0	8.83228E-6	1.44836E+0	1.00083E-6
2.62144E-3	2.49065E+0	9.88078E-6	1.42444E+0	1.00031E-6
3.27680E-3	2.49065E+0	1.00118E-5	1.42093E+0	9.99577E-7
3.93216E-3	2.49199E+0	1.07982E-5	1.44723E+0	9.99534E-7
4.58752E-3	2.49065E+0	7.12845E-6	1.48667E+0	9.99315E-7
5.24288E-3	2.49267E+0	9.35653E-6	1.47775E+0	1.00013E-6
5.89824E-3	2.49065E+0	9.22547E-6	1.50790E+0	9.99520E-7
6.55360E-3	2.49401E+0	4.63824E-6	1.49550E+0	1.00054E-6
7.20896E-3	2.48796E+0	5.03143E-6	1.51022E+0	9.99233E-7
7.86432E-3	2.49065E+0	1.06672E-5	1.50834E+0	1.00029E-6
8.51968E-3	2.49132E+0	9.74972E-6	1.50714E+0	1.00008E-6
9.17504E-3	2.48863E+0	9.68465E-7	1.51438E+0	9.99698E-7
9.83040E-3	2.49132E+0	1.55165E-5	1.51290E+0	1.00022E-6
1.04858E-2	2.48863E+0	1.27642E-5	1.51431E+0	9.99996E-7
1.11411E-2	2.49199E+0	1.26331E-5	1.52584E+0	9.99613E-7
1.17965E-2	2.49132E+0	1.07982E-5	1.52769E+0	1.00016E-6
1.24518E-2	2.49199E+0	8.70121E-6	1.51200E+0	1.00024E-6
1.31072E-2	2.48998E+0	8.30802E-6	1.51908E+0	9.99715E-7
1.37626E-2	2.49199E+0	1.10604E-5	1.53283E+0	9.99540E-7
1.44179E-2	2.48930E+0	1.22399E-5	1.53487E+0	9.99798E-7
1.50733E-2	2.49132E+0	1.28952E-5	1.54541E+0	1.00064E-6
1.57286E-2	2.49267E+0	9.09440E-6	1.53745E+0	9.99581E-7
1.63840E-2	2.48930E+0	1.06672E-5	1.55810E+0	9.99752E-7
