## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Memristor
Date	2024-03-03
Time	03:27:07
Note	

[Acquisition Settings]
Sampling time (s)	5.000E-1
Voltage Range (V)	6.000E+0
Current Range (A)	1.000E-6
Current Limit (A)	1.000E-6

[Waveform Settings]
V_HRS (V)	0.1000
V_LRS (V)	0.1000
V_READ (V)	0.1000
t_HRS (s)	0.0220
t_LRS (s)	0.0220
t_READ (s)	0.0000
d_HRS (s)	0.0000
d_LRS (s)	0.0000
d_READ (s)	0.0000
Cycles	1

## Data ##
Time (s)	Voltage (V)	Current (A)
0.00000E+0	9.85245E-2	1.07728E-7
5.00000E-4	1.00155E-1	2.83096E-9
1.00000E-3	9.96955E-2	3.73167E-9
1.50000E-3	9.97537E-2	1.61825E-7
2.00000E-3	1.00449E-1	2.92502E-8
2.50000E-3	1.00089E-1	1.00254E-8
3.00000E-3	9.99945E-2	5.77994E-9
3.50000E-3	9.99945E-2	5.14289E-9
4.00000E-3	9.99530E-2	2.63461E-9
4.50000E-3	1.00031E-1	2.35910E-9
5.00000E-3	1.00036E-1	2.41146E-9
5.50000E-3	1.00064E-1	2.71626E-9
6.00000E-3	9.99447E-2	3.15010E-9
6.50000E-3	9.98893E-2	9.18578E-10
7.00000E-3	1.00050E-1	2.08982E-9
7.50000E-3	1.00019E-1	-3.24967E-10
8.00000E-3	1.00042E-1	1.95642E-9
8.50000E-3	9.99641E-2	2.26435E-9
9.00000E-3	1.00064E-1	8.37545E-10
9.50000E-3	9.99253E-2	4.54196E-10
1.00000E-2	1.00022E-1	1.99881E-9
1.05000E-2	9.99586E-2	-9.84452E-10
1.10000E-2	9.88069E-2	1.02682E-7
1.15000E-2	1.01066E-1	1.22661E-7
1.20000E-2	1.00208E-1	1.65586E-8
1.25000E-2	1.00019E-1	8.41226E-9
1.30000E-2	1.00008E-1	3.14138E-9
1.35000E-2	9.99779E-2	3.64004E-9
1.40000E-2	1.00003E-1	4.64173E-9
1.45000E-2	1.00011E-1	1.49017E-9
1.50000E-2	9.98893E-2	1.88100E-9
1.55000E-2	9.99973E-2	1.38919E-9
1.60000E-2	1.00064E-1	2.13158E-9
1.65000E-2	1.00094E-1	-1.14905E-10
1.70000E-2	9.98755E-2	1.98759E-9
1.75000E-2	1.00130E-1	1.24832E-9
1.80000E-2	9.99641E-2	2.62210E-10
1.85000E-2	1.00036E-1	2.62089E-9
1.90000E-2	1.00039E-1	9.57848E-10
1.95000E-2	9.98727E-2	9.95210E-11
2.00000E-2	1.00136E-1	2.34161E-10
2.05000E-2	9.95654E-2	8.08439E-9
2.10000E-2	9.90145E-2	1.58218E-7
2.15000E-2	1.01296E-1	6.38401E-8
2.20000E-2	1.00105E-1	9.15652E-9
2.25000E-2	9.99641E-2	7.79018E-9
2.30000E-2	1.00083E-1	3.64877E-9
2.35000E-2	1.00014E-1	2.52241E-9
2.40000E-2	9.99226E-2	2.94440E-9
2.45000E-2	9.99198E-2	2.17895E-9
2.50000E-2	1.00180E-1	8.91151E-10
2.55000E-2	9.98921E-2	6.35586E-10
2.60000E-2	9.99862E-2	3.46489E-9
2.65000E-2	1.00025E-1	1.00647E-9
2.70000E-2	9.99419E-2	1.01769E-9
2.75000E-2	1.00086E-1	6.59272E-10
2.80000E-2	1.00028E-1	1.51760E-9
2.85000E-2	9.99253E-2	3.92487E-10
2.90000E-2	1.00025E-1	4.63546E-10
2.95000E-2	1.00055E-1	-1.92821E-10
3.00000E-2	1.00050E-1	1.34428E-10
3.05000E-2	9.88705E-2	5.28333E-8
3.10000E-2	1.00617E-1	1.58111E-7
3.15000E-2	1.00390E-1	2.20900E-8
3.20000E-2	9.99170E-2	8.38110E-9
3.25000E-2	1.00119E-1	4.51270E-9
3.30000E-2	9.98866E-2	3.27726E-9
3.35000E-2	1.00055E-1	3.31840E-9
3.40000E-2	1.00019E-1	9.89638E-10
3.45000E-2	9.99890E-2	2.45322E-9
3.50000E-2	9.99807E-2	2.03559E-9
3.55000E-2	1.00133E-1	1.29756E-9
3.60000E-2	9.97980E-2	1.97762E-9
3.65000E-2	1.00042E-1	-8.68549E-11
3.70000E-2	1.00116E-1	1.00584E-9
3.75000E-2	9.99530E-2	2.11413E-9
3.80000E-2	1.00133E-1	-7.50117E-11
3.85000E-2	9.99502E-2	9.76136E-12
3.90000E-2	9.99530E-2	1.42909E-9
3.95000E-2	1.00080E-1	7.02905E-10
4.00000E-2	9.99502E-2	1.30255E-9
4.05000E-2	9.86657E-2	1.09958E-7
4.10000E-2	1.01213E-1	1.07882E-7
4.15000E-2	1.00152E-1	1.47247E-8
4.20000E-2	9.99779E-2	7.40434E-9
4.25000E-2	1.00067E-1	2.68634E-9
4.30000E-2	1.00017E-1	2.95625E-9
4.35000E-2	1.00036E-1	2.85277E-9
4.40000E-2	9.99419E-2	2.39089E-9
4.45000E-2	1.00067E-1	7.47785E-10
4.50000E-2	1.00039E-1	2.45509E-9
4.55000E-2	9.99890E-2	1.69463E-9
4.60000E-2	9.99558E-2	1.70024E-9
4.65000E-2	1.00006E-1	-8.12450E-11
4.70000E-2	9.99253E-2	1.74885E-9
4.75000E-2	9.99918E-2	3.30777E-10
4.80000E-2	1.00042E-1	1.11617E-9
4.85000E-2	1.00100E-1	-9.23365E-10
4.90000E-2	1.00000E-1	2.46382E-9
4.95000E-2	9.99336E-2	1.29694E-9
5.00000E-2	9.93827E-2	9.33978E-9
5.05000E-2	9.93107E-2	1.63045E-7
5.10000E-2	1.01210E-1	4.96288E-8
5.15000E-2	1.00067E-1	1.00348E-8
5.20000E-2	1.00114E-1	5.76872E-9
5.25000E-2	9.99613E-2	5.04316E-9
5.30000E-2	1.00022E-1	1.20967E-9
5.35000E-2	9.99419E-2	2.60656E-9
5.40000E-2	1.00039E-1	8.32558E-10
5.45000E-2	1.00111E-1	2.78608E-9
5.50000E-2	9.98976E-2	5.38969E-10
5.55000E-2	1.00072E-1	3.99343E-10
5.60000E-2	1.00008E-1	3.42437E-9
5.65000E-2	9.99558E-2	1.32558E-10
5.70000E-2	9.99973E-2	-3.62991E-10
5.75000E-2	1.00097E-1	2.22072E-9
