## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Memristor
Date	2024-03-03
Time	03:40:47
Note	

[Acquisition Settings]
Sampling time (s)	5.000E-1
Voltage Range (V)	6.000E+0
Current Range (A)	1.000E-5
Current Limit (A)	1.000E-5

[Waveform Settings]
V_HRS (V)	2.0000
V_LRS (V)	2.0000
V_READ (V)	2.0000
t_HRS (s)	0.0200
t_LRS (s)	0.0200
t_READ (s)	0.0000
d_HRS (s)	0.0000
d_LRS (s)	0.0000
d_READ (s)	0.0000
Cycles	10

## Data ##
Time (s)	Voltage (V)	Current (A)
0.00000E+0	1.88491E+0	1.28410E-6
5.00000E-4	1.99998E+0	4.45104E-8
1.00000E-3	1.99996E+0	3.04505E-8
1.50000E-3	2.00003E+0	2.21799E-8
2.00000E-3	1.99997E+0	2.18814E-8
2.50000E-3	2.00004E+0	1.61045E-8
3.00000E-3	1.99998E+0	1.64527E-8
3.50000E-3	2.00004E+0	1.49852E-8
4.00000E-3	2.00006E+0	1.40462E-8
4.50000E-3	1.99995E+0	1.35052E-8
5.00000E-3	2.00001E+0	1.29144E-8
5.50000E-3	2.00001E+0	1.10427E-8
6.00000E-3	1.99999E+0	1.29020E-8
6.50000E-3	2.00001E+0	1.12976E-8
7.00000E-3	2.00007E+0	9.57512E-9
7.50000E-3	1.99996E+0	1.33000E-8
8.00000E-3	1.99995E+0	1.12168E-8
8.50000E-3	2.00003E+0	1.03027E-8
9.00000E-3	1.99999E+0	1.01721E-8
9.50000E-3	2.00002E+0	1.05949E-8
1.00000E-2	1.99998E+0	9.27663E-9
1.05000E-2	1.99999E+0	1.04457E-8
1.10000E-2	2.00005E+0	7.30538E-9
1.15000E-2	2.00001E+0	9.25176E-9
1.20000E-2	1.99999E+0	1.14904E-8
1.25000E-2	2.00002E+0	9.91092E-9
1.30000E-2	1.99998E+0	9.07764E-9
1.35000E-2	1.99996E+0	8.81025E-9
1.40000E-2	2.00004E+0	7.32404E-9
1.45000E-2	1.99993E+0	9.36369E-9
1.50000E-2	2.00006E+0	7.51681E-9
1.55000E-2	2.00001E+0	8.41849E-9
1.60000E-2	2.00000E+0	8.45580E-9
1.65000E-2	1.99998E+0	1.11360E-8
1.70000E-2	2.00002E+0	5.88136E-9
1.75000E-2	1.99996E+0	1.01223E-8
1.80000E-2	2.00006E+0	7.44841E-9
1.85000E-2	2.00000E+0	6.69597E-9
1.90000E-2	1.99994E+0	1.08002E-8
1.95000E-2	2.00006E+0	7.89614E-9
2.00000E-2	1.99999E+0	6.75194E-9
2.05000E-2	1.99996E+0	8.69210E-9
2.10000E-2	2.00009E+0	5.99329E-9
2.15000E-2	1.99995E+0	9.30773E-9
2.20000E-2	2.00004E+0	6.90740E-9
2.25000E-2	2.00000E+0	7.92101E-9
2.30000E-2	1.99999E+0	7.98941E-9
2.35000E-2	2.00003E+0	9.05899E-9
2.40000E-2	1.99999E+0	6.82034E-9
2.45000E-2	2.00000E+0	7.78420E-9
2.50000E-2	2.00002E+0	8.95949E-9
2.55000E-2	2.00000E+0	7.21832E-9
2.60000E-2	2.00001E+0	9.51294E-9
2.65000E-2	1.99997E+0	9.68083E-9
2.70000E-2	1.99999E+0	5.50203E-9
2.75000E-2	1.99999E+0	9.22067E-9
2.80000E-2	2.00006E+0	7.59765E-9
2.85000E-2	1.99995E+0	7.52925E-9
2.90000E-2	1.99998E+0	8.35630E-9
2.95000E-2	2.00005E+0	8.55529E-9
3.00000E-2	2.00000E+0	5.68858E-9
3.05000E-2	1.99996E+0	1.05203E-8
3.10000E-2	2.00007E+0	7.72824E-9
3.15000E-2	1.99994E+0	9.84251E-9
3.20000E-2	2.00005E+0	9.53781E-9
3.25000E-2	2.00004E+0	8.54286E-9
3.30000E-2	1.99997E+0	9.83630E-9
3.35000E-2	2.00001E+0	9.27042E-9
3.40000E-2	2.00003E+0	1.10551E-8
3.45000E-2	1.99998E+0	9.58756E-9
3.50000E-2	2.00001E+0	9.33882E-9
3.55000E-2	2.00000E+0	9.89226E-9
3.60000E-2	1.99998E+0	8.31277E-9
3.65000E-2	2.00000E+0	1.06447E-8
3.70000E-2	2.00001E+0	9.40722E-9
3.75000E-2	1.99997E+0	9.13361E-9
3.80000E-2	2.00004E+0	9.18958E-9
3.85000E-2	2.00002E+0	9.84251E-9
3.90000E-2	2.00000E+0	7.79664E-9
3.95000E-2	2.00002E+0	9.16470E-9
4.00000E-2	2.00003E+0	9.59999E-9
4.05000E-2	1.99996E+0	3.33856E-8
4.10000E-2	2.00002E+0	3.97222E-8
4.15000E-2	2.00001E+0	3.43432E-8
4.20000E-2	1.99997E+0	3.61031E-8
4.25000E-2	1.99998E+0	3.21481E-8
4.30000E-2	2.00003E+0	3.09169E-8
4.35000E-2	1.99999E+0	3.11656E-8
4.40000E-2	2.00000E+0	3.16880E-8
4.45000E-2	1.99999E+0	2.55939E-8
4.50000E-2	1.99998E+0	2.71920E-8
4.55000E-2	2.00003E+0	2.89021E-8
4.60000E-2	1.99999E+0	2.34734E-8
4.65000E-2	2.00001E+0	2.58986E-8
4.70000E-2	1.99998E+0	2.66759E-8
4.75000E-2	2.00001E+0	2.13529E-8
4.80000E-2	1.99996E+0	2.61038E-8
4.85000E-2	2.00003E+0	2.25406E-8
4.90000E-2	1.99999E+0	2.13964E-8
4.95000E-2	1.99997E+0	2.12783E-8
5.00000E-2	1.99991E+0	4.67926E-8
5.05000E-2	2.00003E+0	1.36886E-7
5.10000E-2	2.00002E+0	1.08368E-7
5.15000E-2	2.00005E+0	8.97311E-8
5.20000E-2	2.00000E+0	7.45518E-8
5.25000E-2	1.99999E+0	6.96081E-8
5.30000E-2	2.00004E+0	5.97705E-8
5.35000E-2	1.99998E+0	5.55109E-8
5.40000E-2	1.99999E+0	5.30235E-8
5.45000E-2	2.00009E+0	4.70849E-8
5.50000E-2	1.99998E+0	4.67802E-8
5.55000E-2	2.00001E+0	4.24521E-8
5.60000E-2	2.00003E+0	4.10467E-8
5.65000E-2	2.00001E+0	3.86837E-8
5.70000E-2	1.99999E+0	3.85345E-8
5.75000E-2	2.00004E+0	3.29876E-8
5.80000E-2	1.99996E+0	3.58730E-8
5.85000E-2	2.00001E+0	3.45920E-8
5.90000E-2	2.00001E+0	3.15822E-8
5.95000E-2	1.99997E+0	2.96732E-8
6.00000E-2	1.99986E+0	1.18373E-7
6.05000E-2	2.00008E+0	1.44037E-7
6.10000E-2	1.99994E+0	1.14045E-7
6.15000E-2	2.00003E+0	9.44136E-8
6.20000E-2	2.00003E+0	7.82456E-8
6.25000E-2	1.99998E+0	7.30780E-8
6.30000E-2	2.00002E+0	6.37876E-8
6.35000E-2	2.00004E+0	6.15117E-8
6.40000E-2	1.99997E+0	5.44848E-8
6.45000E-2	2.00005E+0	5.13445E-8
6.50000E-2	2.00000E+0	4.95101E-8
6.55000E-2	1.99995E+0	4.58660E-8
6.60000E-2	2.00003E+0	4.49768E-8
6.65000E-2	2.00002E+0	3.93553E-8
6.70000E-2	1.99998E+0	4.01326E-8
6.75000E-2	2.00002E+0	4.09472E-8
6.80000E-2	1.99999E+0	3.59974E-8
6.85000E-2	1.99993E+0	3.55869E-8
6.90000E-2	2.00006E+0	3.38769E-8
6.95000E-2	1.99996E+0	3.60160E-8
7.00000E-2	1.99995E+0	1.57114E-7
7.05000E-2	2.00002E+0	1.32676E-7
7.10000E-2	1.99998E+0	1.05389E-7
7.15000E-2	1.99998E+0	9.19386E-8
7.20000E-2	2.00002E+0	7.72257E-8
7.25000E-2	1.99996E+0	7.02362E-8
7.30000E-2	2.00003E+0	6.55164E-8
7.35000E-2	2.00004E+0	5.63690E-8
7.40000E-2	1.99994E+0	5.69909E-8
7.45000E-2	2.00001E+0	5.13507E-8
7.50000E-2	2.00000E+0	4.88074E-8
7.55000E-2	1.99996E+0	4.66993E-8
7.60000E-2	2.00004E+0	4.41746E-8
7.65000E-2	1.99998E+0	4.15007E-8
7.70000E-2	1.99993E+0	4.09846E-8
7.75000E-2	2.00004E+0	3.81862E-8
7.80000E-2	1.99999E+0	3.58730E-8
7.85000E-2	1.99998E+0	3.75333E-8
7.90000E-2	2.00005E+0	3.31493E-8
7.95000E-2	1.99988E+0	7.24251E-8
8.00000E-2	2.00003E+0	1.58831E-7
8.05000E-2	2.00004E+0	1.21259E-7
8.10000E-2	2.00001E+0	9.87292E-8
8.15000E-2	1.99996E+0	8.68457E-8
8.20000E-2	2.00008E+0	7.39237E-8
8.25000E-2	1.99993E+0	6.83396E-8
8.30000E-2	2.00006E+0	6.20029E-8
8.35000E-2	2.00000E+0	5.80604E-8
8.40000E-2	1.99997E+0	5.29116E-8
8.45000E-2	1.99998E+0	5.31416E-8
8.50000E-2	2.00004E+0	4.56422E-8
8.55000E-2	1.99998E+0	4.72030E-8
8.60000E-2	1.99999E+0	4.29869E-8
8.65000E-2	2.00002E+0	4.12893E-8
8.70000E-2	2.00002E+0	3.93491E-8
8.75000E-2	2.00001E+0	4.04311E-8
8.80000E-2	2.00000E+0	3.67684E-8
8.85000E-2	1.99997E+0	3.77758E-8
8.90000E-2	2.00001E+0	3.37401E-8
8.95000E-2	1.99992E+0	1.23106E-7
9.00000E-2	2.00003E+0	1.41319E-7
9.05000E-2	2.00003E+0	1.12938E-7
9.10000E-2	2.00001E+0	9.42146E-8
9.15000E-2	2.00000E+0	7.98375E-8
9.20000E-2	2.00001E+0	7.58825E-8
9.25000E-2	2.00002E+0	6.39307E-8
9.30000E-2	1.99994E+0	6.28113E-8
9.35000E-2	2.00005E+0	5.44475E-8
9.40000E-2	2.00001E+0	5.26442E-8
9.45000E-2	1.99999E+0	5.19415E-8
9.50000E-2	2.00007E+0	4.51012E-8
9.55000E-2	1.99996E+0	4.51571E-8
9.60000E-2	1.99999E+0	4.58039E-8
