## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Memristor
Date	2024-03-03
Time	03:09:39
Note	

[Acquisition Settings]
Sampling time (s)	1.000E+0
Voltage Range (V)	6.000E+0
Current Range (A)	1.000E-6
Current Limit (A)	1.000E-6

[Waveform Settings]
V_HRS (V)	1.0000
V_LRS (V)	1.0000
V_READ (V)	1.0000
t_HRS (s)	1.0000
t_LRS (s)	1.0000
t_READ (s)	0.0500
d_HRS (s)	0.0000
d_LRS (s)	0.0000
d_READ (s)	0.0000
Cycles	10

## Data ##
Time (s)	Voltage (V)	Current (A)
0.00000E+0	8.54818E-1	3.35206E-7
1.00000E-3	1.00001E+0	1.41690E-8
2.00000E-3	1.00002E+0	9.66703E-9
3.00000E-3	1.00001E+0	8.21872E-9
4.00000E-3	1.00001E+0	5.99062E-9
5.00000E-3	9.99911E-1	8.84454E-9
6.00000E-3	9.99428E-1	9.50095E-8
7.00000E-3	9.99948E-1	1.88477E-7
8.00000E-3	9.99977E-1	1.88649E-7
9.00000E-3	1.00002E+0	1.84335E-7
1.00000E-2	1.00001E+0	1.82475E-7
1.10000E-2	1.00006E+0	1.80505E-7
1.20000E-2	9.99944E-1	1.79342E-7
1.30000E-2	1.00002E+0	1.77307E-7
1.40000E-2	1.00001E+0	1.78357E-7
1.50000E-2	9.99976E-1	1.75627E-7
1.60000E-2	1.00003E+0	1.76814E-7
1.70000E-2	9.99989E-1	1.74878E-7
1.80000E-2	1.00003E+0	1.73931E-7
1.90000E-2	9.99986E-1	1.73846E-7
2.00000E-2	9.99987E-1	1.74696E-7
2.10000E-2	9.99997E-1	1.73000E-7
2.20000E-2	1.00002E+0	1.72537E-7
2.30000E-2	9.99962E-1	1.72762E-7
2.40000E-2	9.99990E-1	1.72531E-7
2.50000E-2	1.00003E+0	1.71581E-7
2.60000E-2	9.99928E-1	1.71133E-7
2.70000E-2	1.00004E+0	1.70681E-7
2.80000E-2	9.99987E-1	1.71480E-7
2.90000E-2	1.00005E+0	1.70118E-7
3.00000E-2	9.99976E-1	1.70370E-7
3.10000E-2	9.99973E-1	1.69272E-7
3.20000E-2	9.99953E-1	1.70286E-7
3.30000E-2	1.00004E+0	1.68765E-7
3.40000E-2	1.00000E+0	1.69938E-7
3.50000E-2	9.99991E-1	1.68558E-7
3.60000E-2	9.99989E-1	1.68571E-7
3.70000E-2	9.99966E-1	1.68739E-7
3.80000E-2	1.00004E+0	1.69187E-7
3.90000E-2	9.99997E-1	1.67650E-7
4.00000E-2	9.99986E-1	1.68251E-7
4.10000E-2	1.00007E+0	1.67187E-7
4.20000E-2	9.99921E-1	1.67574E-7
4.30000E-2	1.00007E+0	1.67118E-7
4.40000E-2	9.99959E-1	1.67831E-7
4.50000E-2	9.99976E-1	1.67513E-7
4.60000E-2	1.00005E+0	1.67139E-7
4.70000E-2	1.00004E+0	1.66515E-7
4.80000E-2	9.99961E-1	1.67609E-7
4.90000E-2	1.00003E+0	1.66162E-7
5.00000E-2	1.00038E+0	1.16739E-7
5.10000E-2	1.00009E+0	4.26478E-8
5.20000E-2	9.99997E-1	2.88270E-8
5.30000E-2	1.00002E+0	1.99813E-8
5.40000E-2	1.00005E+0	1.75004E-8
5.50000E-2	9.99947E-1	1.43127E-8
5.60000E-2	1.00002E+0	1.22701E-8
5.70000E-2	1.00003E+0	1.14685E-8
5.80000E-2	9.99995E-1	9.02718E-9
5.90000E-2	1.00007E+0	9.61966E-9
6.00000E-2	9.99966E-1	8.69276E-9
6.10000E-2	1.00000E+0	8.62046E-9
6.20000E-2	9.99950E-1	6.92967E-9
6.30000E-2	1.00010E+0	7.43675E-9
6.40000E-2	9.99969E-1	6.39298E-9
6.50000E-2	1.00001E+0	6.00309E-9
6.60000E-2	1.00003E+0	6.61582E-9
6.70000E-2	9.99984E-1	5.64031E-9
6.80000E-2	9.99979E-1	6.49116E-9
6.90000E-2	1.00001E+0	5.16596E-9
7.00000E-2	1.00004E+0	4.85522E-9
7.10000E-2	9.99971E-1	5.82388E-9
7.20000E-2	1.00002E+0	4.73056E-9
7.30000E-2	9.99905E-1	5.06279E-9
7.40000E-2	1.00009E+0	4.47842E-9
7.50000E-2	1.00001E+0	4.82749E-9
7.60000E-2	9.99982E-1	5.09739E-9
7.70000E-2	1.00002E+0	4.49400E-9
7.80000E-2	9.99977E-1	3.86787E-9
7.90000E-2	1.00000E+0	5.09895E-9
8.00000E-2	1.00002E+0	3.71578E-9
8.10000E-2	9.99997E-1	4.49619E-9
8.20000E-2	9.99944E-1	4.75580E-9
8.30000E-2	9.99959E-1	3.53844E-9
8.40000E-2	1.00001E+0	4.23657E-9
8.50000E-2	1.00004E+0	3.87223E-9
8.60000E-2	9.99964E-1	3.92833E-9
8.70000E-2	1.00005E+0	3.36827E-9
8.80000E-2	9.99943E-1	4.49058E-9
8.90000E-2	9.99995E-1	3.92709E-9
9.00000E-2	9.99983E-1	3.70580E-9
9.10000E-2	1.00003E+0	3.48109E-9
9.20000E-2	1.00005E+0	3.56555E-9
9.30000E-2	9.99982E-1	3.79463E-9
9.40000E-2	1.00003E+0	3.85197E-9
9.50000E-2	9.99955E-1	3.47891E-9
9.60000E-2	1.00000E+0	3.14543E-9
9.70000E-2	1.00001E+0	4.27428E-9
9.80000E-2	9.99969E-1	3.40442E-9
9.90000E-2	1.00004E+0	3.49636E-9
1.00000E-1	1.00001E+0	2.86088E-9
1.01000E-1	9.99983E-1	4.36653E-9
1.02000E-1	1.00002E+0	2.95874E-9
1.03000E-1	9.99940E-1	3.52940E-9
1.04000E-1	1.00001E+0	3.19124E-9
1.05000E-1	1.00000E+0	3.81052E-9
1.06000E-1	1.00001E+0	2.71502E-9
1.07000E-1	9.99989E-1	4.09819E-9
1.08000E-1	9.99969E-1	3.18501E-9
1.09000E-1	9.99997E-1	3.07125E-9
1.10000E-1	9.99987E-1	2.90856E-9
1.11000E-1	1.00001E+0	3.13951E-9
1.12000E-1	1.00008E+0	3.58488E-9
1.13000E-1	9.99969E-1	2.73216E-9
1.14000E-1	9.99959E-1	3.25763E-9
1.15000E-1	1.00003E+0	3.68773E-9
1.16000E-1	1.00005E+0	3.36484E-9
1.17000E-1	9.99923E-1	3.01359E-9
1.18000E-1	1.00002E+0	2.71969E-9
1.19000E-1	9.99983E-1	3.09556E-9
1.20000E-1	1.00002E+0	3.88563E-9
1.21000E-1	1.00001E+0	2.31827E-9
1.22000E-1	9.99983E-1	3.25108E-9
1.23000E-1	9.99969E-1	3.33461E-9
1.24000E-1	1.00004E+0	2.32544E-9
1.25000E-1	1.00002E+0	4.16270E-9
1.26000E-1	9.99966E-1	2.47254E-9
1.27000E-1	1.00000E+0	2.94877E-9
1.28000E-1	1.00005E+0	3.02201E-9
1.29000E-1	9.99979E-1	3.55963E-9
1.30000E-1	1.00000E+0	3.30344E-9
1.31000E-1	9.99984E-1	2.67793E-9
1.32000E-1	9.99984E-1	2.61092E-9
1.33000E-1	1.00005E+0	3.06782E-9
1.34000E-1	9.99947E-1	2.88924E-9
1.35000E-1	1.00006E+0	3.26885E-9
1.36000E-1	9.99969E-1	3.36328E-9
1.37000E-1	9.99972E-1	2.96591E-9
1.38000E-1	9.99994E-1	2.10914E-9
1.39000E-1	9.99990E-1	2.99895E-9
1.40000E-1	9.99965E-1	3.05099E-9
1.41000E-1	1.00005E+0	2.34351E-9
1.42000E-1	9.99986E-1	2.92259E-9
1.43000E-1	1.00003E+0	3.19716E-9
1.44000E-1	9.99962E-1	2.84249E-9
1.45000E-1	1.00005E+0	3.03167E-9
1.46000E-1	1.00002E+0	3.02107E-9
1.47000E-1	9.99964E-1	3.17348E-9
1.48000E-1	9.99961E-1	2.25438E-9
1.49000E-1	9.99997E-1	3.32339E-9
1.50000E-1	1.00004E+0	2.29333E-9
1.51000E-1	9.99991E-1	2.44387E-9
1.52000E-1	9.99997E-1	3.95077E-9
1.53000E-1	1.00002E+0	2.45353E-9
1.54000E-1	9.99912E-1	2.29863E-9
1.55000E-1	1.00007E+0	3.40131E-9
1.56000E-1	9.99995E-1	2.66515E-9
1.57000E-1	1.00002E+0	2.98243E-9
1.58000E-1	9.99962E-1	2.51119E-9
1.59000E-1	9.99953E-1	2.89111E-9
1.60000E-1	1.00008E+0	3.11831E-9
1.61000E-1	9.99972E-1	2.32824E-9
1.62000E-1	9.99941E-1	3.11956E-9
1.63000E-1	1.00004E+0	3.03946E-9
1.64000E-1	9.99957E-1	2.58755E-9
1.65000E-1	9.99997E-1	2.08109E-9
1.66000E-1	1.00002E+0	2.59970E-9
1.67000E-1	1.00002E+0	3.38572E-9
1.68000E-1	9.99925E-1	2.84903E-9
1.69000E-1	1.00003E+0	2.04463E-9
1.70000E-1	9.99982E-1	2.62463E-9
1.71000E-1	1.00000E+0	3.07343E-9
1.72000E-1	1.00009E+0	2.69195E-9
1.73000E-1	9.99962E-1	2.24035E-9
1.74000E-1	9.99997E-1	3.45086E-9
1.75000E-1	1.00002E+0	2.23630E-9
1.76000E-1	1.00002E+0	3.23238E-9
1.77000E-1	9.99950E-1	2.31359E-9
1.78000E-1	1.00006E+0	3.00331E-9
1.79000E-1	9.99939E-1	2.41894E-9
1.80000E-1	1.00007E+0	2.20700E-9
1.81000E-1	1.00000E+0	3.38977E-9
1.82000E-1	1.00001E+0	2.56573E-9
1.83000E-1	9.99971E-1	1.98821E-9
1.84000E-1	1.00001E+0	3.63505E-9
1.85000E-1	9.99962E-1	1.85015E-9
1.86000E-1	1.00003E+0	2.74650E-9
1.87000E-1	9.99946E-1	3.01827E-9
1.88000E-1	1.00003E+0	2.61030E-9
1.89000E-1	1.00006E+0	2.09699E-9
1.90000E-1	9.99936E-1	3.01048E-9
1.91000E-1	1.00005E+0	2.57944E-9
1.92000E-1	9.99979E-1	3.03198E-9
1.93000E-1	1.00001E+0	2.63180E-9
1.94000E-1	1.00000E+0	1.67468E-9
1.95000E-1	9.99979E-1	3.05099E-9
1.96000E-1	1.00005E+0	2.94222E-9
1.97000E-1	1.00002E+0	2.54797E-9
1.98000E-1	9.99951E-1	2.92134E-9
1.99000E-1	1.00002E+0	2.11163E-9
2.00000E-1	9.99948E-1	3.25981E-9
2.01000E-1	1.00004E+0	2.14592E-9
2.02000E-1	9.99977E-1	3.08403E-9
2.03000E-1	9.99973E-1	2.42049E-9
2.04000E-1	1.00003E+0	2.88145E-9
2.05000E-1	9.99976E-1	2.10322E-9
2.06000E-1	1.00002E+0	2.99614E-9
2.07000E-1	9.99971E-1	2.65767E-9
2.08000E-1	9.99975E-1	2.58350E-9
2.09000E-1	1.00000E+0	2.44699E-9
2.10000E-1	9.99982E-1	2.74369E-9
2.11000E-1	1.00005E+0	1.77877E-9
2.12000E-1	9.99953E-1	3.01141E-9
2.13000E-1	1.00006E+0	2.49249E-9
2.14000E-1	9.99953E-1	2.75429E-9
2.15000E-1	9.99983E-1	2.08171E-9
2.16000E-1	1.00000E+0	2.77143E-9
2.17000E-1	1.00001E+0	2.85838E-9
2.18000E-1	1.00004E+0	2.36190E-9
2.19000E-1	9.99994E-1	2.58412E-9
2.20000E-1	9.99928E-1	2.40959E-9
2.21000E-1	1.00007E+0	2.33323E-9
2.22000E-1	9.99982E-1	3.02575E-9
2.23000E-1	9.99986E-1	2.57820E-9
2.24000E-1	9.99959E-1	2.79138E-9
2.25000E-1	9.99973E-1	2.77704E-9
2.26000E-1	1.00006E+0	1.91154E-9
2.27000E-1	9.99969E-1	3.36422E-9
2.28000E-1	1.00002E+0	1.48394E-9
2.29000E-1	1.00001E+0	3.26074E-9
2.30000E-1	9.99948E-1	2.18300E-9
2.31000E-1	9.99982E-1	2.58225E-9
2.32000E-1	1.00006E+0	2.17771E-9
2.33000E-1	1.00000E+0	2.44138E-9
2.34000E-1	1.00001E+0	2.97993E-9
2.35000E-1	9.99968E-1	2.69756E-9
2.36000E-1	1.00001E+0	2.61996E-9
2.37000E-1	9.99964E-1	2.59627E-9
2.38000E-1	1.00004E+0	1.61172E-9
2.39000E-1	9.99994E-1	2.96061E-9
2.40000E-1	1.00003E+0	2.02873E-9
2.41000E-1	1.00002E+0	3.24984E-9
2.42000E-1	9.99986E-1	2.09730E-9
2.43000E-1	9.99980E-1	3.15041E-9
2.44000E-1	1.00004E+0	2.01938E-9
2.45000E-1	9.99947E-1	2.75990E-9
2.46000E-1	1.00001E+0	2.73559E-9
2.47000E-1	9.99977E-1	1.86199E-9
2.48000E-1	1.00003E+0	2.36813E-9
2.49000E-1	1.00002E+0	2.78732E-9
2.50000E-1	9.99973E-1	2.96310E-9
2.51000E-1	9.99990E-1	1.92619E-9
2.52000E-1	9.99972E-1	2.47971E-9
2.53000E-1	1.00000E+0	2.48376E-9
2.54000E-1	1.00000E+0	2.47285E-9
2.55000E-1	1.00002E+0	2.50932E-9
2.56000E-1	1.00005E+0	2.44325E-9
2.57000E-1	9.99980E-1	2.09512E-9
2.58000E-1	9.99986E-1	2.86524E-9
2.59000E-1	1.00002E+0	2.73839E-9
2.60000E-1	9.99977E-1	1.58991E-9
2.61000E-1	1.00002E+0	3.07655E-9
2.62000E-1	9.99964E-1	2.92695E-9
2.63000E-1	9.99997E-1	2.33105E-9
2.64000E-1	9.99990E-1	2.70162E-9
2.65000E-1	1.00002E+0	2.43421E-9
2.66000E-1	9.99965E-1	2.11974E-9
2.67000E-1	1.00003E+0	2.43826E-9
2.68000E-1	9.99998E-1	2.54578E-9
2.69000E-1	9.99948E-1	1.89222E-9
2.70000E-1	1.00004E+0	2.20420E-9
2.71000E-1	1.00001E+0	2.41675E-9
2.72000E-1	1.00002E+0	2.89859E-9
2.73000E-1	1.00001E+0	2.10415E-9
2.74000E-1	1.00003E+0	2.42735E-9
2.75000E-1	1.00001E+0	2.39307E-9
2.76000E-1	9.99977E-1	3.38198E-9
2.77000E-1	9.99968E-1	2.19983E-9
2.78000E-1	1.00003E+0	1.83207E-9
2.79000E-1	1.00003E+0	2.04992E-9
2.80000E-1	1.00001E+0	3.70456E-9
2.81000E-1	1.00001E+0	2.02000E-9
2.82000E-1	9.99982E-1	2.29333E-9
2.83000E-1	9.99991E-1	2.35910E-9
2.84000E-1	9.99968E-1	2.43078E-9
2.85000E-1	1.00002E+0	2.44605E-9
2.86000E-1	1.00001E+0	2.58817E-9
2.87000E-1	1.00003E+0	2.03216E-9
2.88000E-1	9.99982E-1	2.96622E-9
2.89000E-1	9.99987E-1	1.62107E-9
2.90000E-1	1.00003E+0	2.41457E-9
2.91000E-1	9.99950E-1	3.04445E-9
2.92000E-1	1.00004E+0	1.46867E-9
2.93000E-1	9.99994E-1	2.22477E-9
2.94000E-1	1.00004E+0	3.28474E-9
2.95000E-1	9.99990E-1	2.40273E-9
2.96000E-1	9.99973E-1	2.62557E-9
2.97000E-1	1.00005E+0	1.86261E-9
2.98000E-1	9.99935E-1	2.99302E-9
2.99000E-1	9.99990E-1	1.76911E-9
3.00000E-1	1.00003E+0	3.10865E-9
3.01000E-1	9.99982E-1	2.07517E-9
3.02000E-1	9.99944E-1	2.36471E-9
3.03000E-1	1.00007E+0	1.98292E-9
3.04000E-1	1.00004E+0	2.39525E-9
3.05000E-1	9.99936E-1	2.52677E-9
3.06000E-1	1.00007E+0	2.69788E-9
3.07000E-1	9.99995E-1	1.96079E-9
3.08000E-1	9.99980E-1	2.43234E-9
3.09000E-1	9.99979E-1	2.29801E-9
3.10000E-1	1.00003E+0	2.94877E-9
3.11000E-1	1.00002E+0	2.15932E-9
3.12000E-1	1.00001E+0	2.02624E-9
3.13000E-1	9.99957E-1	2.48158E-9
3.14000E-1	1.00000E+0	2.86586E-9
3.15000E-1	9.99976E-1	1.95050E-9
3.16000E-1	1.00008E+0	2.41239E-9
3.17000E-1	9.99940E-1	2.49467E-9
3.18000E-1	1.00002E+0	2.25469E-9
3.19000E-1	9.99966E-1	2.85496E-9
3.20000E-1	1.00008E+0	2.07953E-9
3.21000E-1	9.99935E-1	2.57290E-9
3.22000E-1	1.00002E+0	2.08483E-9
3.23000E-1	1.00003E+0	2.70941E-9
3.24000E-1	9.99930E-1	2.45478E-9
3.25000E-1	1.00003E+0	1.88786E-9
3.26000E-1	9.99936E-1	2.78701E-9
3.27000E-1	1.00001E+0	1.71146E-9
3.28000E-1	1.00007E+0	2.90981E-9
3.29000E-1	9.99982E-1	1.77410E-9
3.30000E-1	1.00001E+0	2.98336E-9
3.31000E-1	9.99979E-1	2.55638E-9
3.32000E-1	9.99993E-1	1.68559E-9
3.33000E-1	9.99937E-1	2.67232E-9
3.34000E-1	1.00001E+0	2.26747E-9
3.35000E-1	1.00005E+0	1.85202E-9
3.36000E-1	1.00001E+0	2.78203E-9
3.37000E-1	9.99972E-1	2.76021E-9
3.38000E-1	1.00001E+0	1.99351E-9
3.39000E-1	9.99993E-1	1.94832E-9
3.40000E-1	9.99954E-1	2.73933E-9
3.41000E-1	1.00002E+0	2.10976E-9
3.42000E-1	1.00001E+0	2.55545E-9
3.43000E-1	1.00003E+0	2.58038E-9
3.44000E-1	9.99959E-1	1.96203E-9
3.45000E-1	1.00005E+0	2.16773E-9
3.46000E-1	1.00001E+0	2.36751E-9
3.47000E-1	1.00001E+0	2.62775E-9
3.48000E-1	9.99943E-1	1.62762E-9
3.49000E-1	1.00001E+0	3.03323E-9
3.50000E-1	9.99958E-1	2.09667E-9
3.51000E-1	1.00008E+0	2.17958E-9
3.52000E-1	1.00001E+0	2.83283E-9
3.53000E-1	9.99940E-1	2.34195E-9
3.54000E-1	1.00001E+0	1.99289E-9
3.55000E-1	9.99989E-1	2.42361E-9
3.56000E-1	9.99962E-1	2.68697E-9
3.57000E-1	1.00001E+0	2.49280E-9
3.58000E-1	1.00002E+0	2.15527E-9
3.59000E-1	9.99936E-1	2.52272E-9
3.60000E-1	1.00002E+0	1.57463E-9
3.61000E-1	1.00001E+0	2.14498E-9
3.62000E-1	9.99982E-1	2.55700E-9
3.63000E-1	1.00002E+0	2.95905E-9
3.64000E-1	1.00001E+0	2.41707E-9
3.65000E-1	9.99964E-1	1.34587E-9
3.66000E-1	1.00001E+0	2.32481E-9
3.67000E-1	1.00003E+0	2.82379E-9
3.68000E-1	9.99971E-1	2.80353E-9
3.69000E-1	1.00005E+0	1.72735E-9
3.70000E-1	9.99933E-1	2.45821E-9
3.71000E-1	1.00004E+0	2.16680E-9
3.72000E-1	9.99997E-1	2.71439E-9
3.73000E-1	9.99991E-1	2.32419E-9
3.74000E-1	1.00006E+0	2.51929E-9
3.75000E-1	9.99930E-1	1.70740E-9
3.76000E-1	1.00005E+0	2.63492E-9
3.77000E-1	9.99984E-1	2.68946E-9
3.78000E-1	9.99995E-1	1.60705E-9
3.79000E-1	1.00006E+0	2.59752E-9
