## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Memristor
Date	2024-03-03
Time	03:11:52
Note	

[Acquisition Settings]
Sampling time (s)	1.000E+0
Voltage Range (V)	6.000E+0
Current Range (A)	1.000E-6
Current Limit (A)	1.000E-6

[Waveform Settings]
V_HRS (V)	1.0000
V_LRS (V)	1.0000
V_READ (V)	1.0000
t_HRS (s)	0.0200
t_LRS (s)	0.0200
t_READ (s)	0.0000
d_HRS (s)	0.0000
d_LRS (s)	0.0000
d_READ (s)	0.0000
Cycles	1

## Data ##
Time (s)	Voltage (V)	Current (A)
0.00000E+0	8.55842E-1	3.34788E-7
1.00000E-3	9.99971E-1	1.54911E-8
2.00000E-3	1.00003E+0	9.78203E-9
3.00000E-3	1.00004E+0	8.75884E-9
4.00000E-3	9.99950E-1	7.33733E-9
5.00000E-3	1.00006E+0	6.63328E-9
6.00000E-3	9.99957E-1	6.73270E-9
7.00000E-3	9.99982E-1	5.41903E-9
8.00000E-3	1.00001E+0	5.92704E-9
9.00000E-3	1.00000E+0	5.19494E-9
1.00000E-2	9.99983E-1	4.74396E-9
1.10000E-2	1.00008E+0	5.19899E-9
1.20000E-2	9.99925E-1	5.03599E-9
1.30000E-2	1.00005E+0	4.65763E-9
1.40000E-2	9.99976E-1	4.92223E-9
1.50000E-2	1.00001E+0	4.85180E-9
1.60000E-2	9.99973E-1	4.40144E-9
1.70000E-2	1.00004E+0	3.99970E-9
1.80000E-2	9.99975E-1	4.21226E-9
1.90000E-2	1.00004E+0	4.11689E-9
2.00000E-2	1.00000E+0	5.52125E-9
2.10000E-2	9.99995E-1	3.95576E-9
2.20000E-2	1.00003E+0	3.94391E-9
2.30000E-2	9.99995E-1	4.25184E-9
2.40000E-2	9.99950E-1	4.27522E-9
2.50000E-2	1.00005E+0	4.50491E-9
2.60000E-2	9.99925E-1	4.14961E-9
2.70000E-2	1.00005E+0	3.36017E-9
2.80000E-2	9.99962E-1	4.05830E-9
2.90000E-2	1.00002E+0	4.72775E-9
3.00000E-2	1.00005E+0	3.37388E-9
3.10000E-2	1.00002E+0	4.34939E-9
3.20000E-2	9.99989E-1	3.65375E-9
3.30000E-2	1.00003E+0	3.87691E-9
3.40000E-2	9.99948E-1	4.12188E-9
3.50000E-2	1.00006E+0	3.53096E-9
3.60000E-2	1.00001E+0	4.60122E-9
3.70000E-2	9.99933E-1	3.90652E-9
3.80000E-2	1.00002E+0	3.81925E-9
3.90000E-2	1.00001E+0	3.82642E-9
4.00000E-2	9.99994E-1	3.37824E-9
4.10000E-2	9.99987E-1	3.81582E-9
4.20000E-2	9.99987E-1	4.27615E-9
4.30000E-2	9.99998E-1	3.58893E-9
4.40000E-2	1.00006E+0	3.65999E-9
4.50000E-2	9.99889E-1	3.49387E-9
4.60000E-2	1.00009E+0	3.47548E-9
4.70000E-2	1.00003E+0	4.20883E-9
4.80000E-2	9.99922E-1	3.90309E-9
4.90000E-2	1.00000E+0	3.90402E-9
5.00000E-2	9.99998E-1	2.84498E-9
5.10000E-2	9.99943E-1	4.03804E-9
5.20000E-2	1.00007E+0	3.01172E-9
5.30000E-2	9.99961E-1	4.30514E-9
5.40000E-2	1.00004E+0	3.22366E-9
5.50000E-2	1.00007E+0	3.73229E-9
5.60000E-2	9.99959E-1	4.39302E-9
5.70000E-2	9.99964E-1	3.22272E-9
5.80000E-2	1.00004E+0	3.48359E-9
5.90000E-2	9.99944E-1	4.21600E-9
6.00000E-2	1.00002E+0	2.75242E-9
6.10000E-2	1.00002E+0	4.48341E-9
6.20000E-2	9.99965E-1	3.59984E-9
6.30000E-2	9.99936E-1	3.41471E-9
6.40000E-2	1.00000E+0	3.30718E-9
6.50000E-2	1.00004E+0	3.61324E-9
6.60000E-2	9.99975E-1	3.57179E-9
6.70000E-2	1.00002E+0	3.23394E-9
6.80000E-2	1.00002E+0	3.37668E-9
6.90000E-2	1.00001E+0	3.62789E-9
7.00000E-2	9.99975E-1	4.12250E-9
7.10000E-2	1.00000E+0	2.79792E-9
7.20000E-2	1.00005E+0	4.09476E-9
7.30000E-2	9.99968E-1	3.34645E-9
7.40000E-2	1.00005E+0	3.51319E-9
7.50000E-2	9.99966E-1	3.24516E-9
7.60000E-2	1.00003E+0	3.73853E-9
7.70000E-2	9.99958E-1	3.91057E-9
7.80000E-2	1.00002E+0	3.65968E-9
7.90000E-2	1.00000E+0	2.95064E-9
8.00000E-2	9.99964E-1	3.15727E-9
8.10000E-2	9.99968E-1	4.15148E-9
8.20000E-2	9.99944E-1	3.45335E-9
8.30000E-2	1.00002E+0	2.89672E-9
8.40000E-2	1.00004E+0	3.21462E-9
8.50000E-2	9.99990E-1	4.19917E-9
8.60000E-2	1.00001E+0	3.30282E-9
8.70000E-2	1.00001E+0	2.95001E-9
8.80000E-2	9.99958E-1	3.21805E-9
8.90000E-2	1.00001E+0	3.59049E-9
9.00000E-2	9.99973E-1	3.53657E-9
9.10000E-2	1.00004E+0	3.11707E-9
9.20000E-2	9.99957E-1	3.79525E-9
9.30000E-2	1.00003E+0	2.39712E-9
9.40000E-2	1.00005E+0	4.11782E-9
9.50000E-2	9.99965E-1	3.77094E-9
9.60000E-2	9.99990E-1	3.13327E-9
9.70000E-2	9.99958E-1	3.59360E-9
9.80000E-2	1.00006E+0	3.16132E-9
9.90000E-2	9.99961E-1	3.68492E-9
