## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Memristor
Date	2024-03-03
Time	03:09:52
Note	

[Acquisition Settings]
Sampling time (s)	1.000E+0
Voltage Range (V)	6.000E+0
Current Range (A)	1.000E-6
Current Limit (A)	1.000E-6

[Waveform Settings]
V_HRS (V)	1.0000
V_LRS (V)	1.0000
V_READ (V)	1.0000
t_HRS (s)	1.0000
t_LRS (s)	1.0000
t_READ (s)	0.0500
d_HRS (s)	0.0000
d_LRS (s)	0.0000
d_READ (s)	0.0000
Cycles	10

## Data ##
Time (s)	Voltage (V)	Current (A)
0.00000E+0	8.54791E-1	3.36072E-7
1.00000E-3	9.99997E-1	1.49015E-8
2.00000E-3	1.00001E+0	9.67451E-9
3.00000E-3	9.99965E-1	7.82322E-9
4.00000E-3	1.00007E+0	7.33795E-9
5.00000E-3	9.99958E-1	5.90647E-9
6.00000E-3	9.99953E-1	1.08504E-8
7.00000E-3	9.99375E-1	1.24699E-7
8.00000E-3	9.99976E-1	2.14219E-7
9.00000E-3	9.99984E-1	2.12271E-7
1.00000E-2	1.00046E+0	1.76506E-7
1.10000E-2	1.00016E+0	6.02385E-8
1.20000E-2	1.00012E+0	3.43550E-8
1.30000E-2	1.00001E+0	2.48380E-8
1.40000E-2	9.99939E-1	2.02182E-8
1.50000E-2	1.00002E+0	1.65234E-8
1.60000E-2	9.99993E-1	1.47871E-8
1.70000E-2	1.00005E+0	1.29913E-8
1.80000E-2	9.99997E-1	1.24611E-8
1.90000E-2	9.99995E-1	1.09352E-8
2.00000E-2	9.99917E-1	9.49561E-9
2.10000E-2	1.00004E+0	9.64864E-9
2.20000E-2	1.00001E+0	8.99196E-9
2.30000E-2	9.99972E-1	8.72362E-9
2.40000E-2	1.00003E+0	7.08924E-9
2.50000E-2	1.00002E+0	8.02455E-9
2.60000E-2	9.99951E-1	7.88555E-9
2.70000E-2	1.00002E+0	7.37816E-9
2.80000E-2	9.99984E-1	6.52388E-9
2.90000E-2	1.00000E+0	6.35839E-9
3.00000E-2	1.00003E+0	6.74797E-9
3.10000E-2	9.99990E-1	6.08256E-9
3.20000E-2	1.00000E+0	5.97691E-9
3.30000E-2	1.00004E+0	6.44752E-9
3.40000E-2	9.99993E-1	5.55460E-9
3.50000E-2	1.00001E+0	6.02927E-9
3.60000E-2	9.99972E-1	5.28719E-9
3.70000E-2	1.00005E+0	6.16360E-9
3.80000E-2	9.99998E-1	4.82219E-9
3.90000E-2	1.00005E+0	5.33145E-9
4.00000E-2	9.99915E-1	5.11952E-9
4.10000E-2	9.99984E-1	5.41778E-9
4.20000E-2	1.00006E+0	5.15536E-9
4.30000E-2	9.99943E-1	4.83434E-9
4.40000E-2	1.00002E+0	4.54668E-9
4.50000E-2	9.99987E-1	5.50723E-9
4.60000E-2	9.99965E-1	4.22254E-9
4.70000E-2	9.99957E-1	5.15162E-9
4.80000E-2	1.00004E+0	3.81676E-9
4.90000E-2	1.00005E+0	5.45113E-9
5.00000E-2	9.99917E-1	4.12219E-9
5.10000E-2	1.00009E+0	4.52330E-9
5.20000E-2	9.99987E-1	4.03056E-9
5.30000E-2	9.99990E-1	5.39441E-9
5.40000E-2	9.99940E-1	3.64565E-9
5.50000E-2	1.00004E+0	4.34472E-9
5.60000E-2	1.00002E+0	4.20758E-9
5.70000E-2	9.99936E-1	4.23875E-9
5.80000E-2	1.00003E+0	4.45037E-9
5.90000E-2	1.00006E+0	3.76658E-9
6.00000E-2	9.99989E-1	4.07326E-9
6.10000E-2	9.99973E-1	5.04472E-9
6.20000E-2	1.00003E+0	3.57677E-9
6.30000E-2	9.99936E-1	4.24654E-9
6.40000E-2	1.00003E+0	4.19730E-9
6.50000E-2	9.99984E-1	3.73323E-9
6.60000E-2	9.99986E-1	3.65500E-9
6.70000E-2	1.00003E+0	4.50460E-9
6.80000E-2	1.00000E+0	3.28848E-9
6.90000E-2	1.00000E+0	3.86288E-9
7.00000E-2	9.99959E-1	3.88345E-9
7.10000E-2	1.00005E+0	4.27210E-9
7.20000E-2	1.00003E+0	3.32775E-9
7.30000E-2	9.99976E-1	3.61199E-9
7.40000E-2	9.99941E-1	4.56880E-9
7.50000E-2	1.00000E+0	3.30188E-9
7.60000E-2	1.00003E+0	4.02619E-9
7.70000E-2	1.00001E+0	3.11707E-9
7.80000E-2	9.99954E-1	3.84075E-9
7.90000E-2	1.00001E+0	3.54436E-9
8.00000E-2	1.00002E+0	4.41110E-9
8.10000E-2	1.00002E+0	3.34770E-9
8.20000E-2	1.00001E+0	3.13327E-9
8.30000E-2	1.00001E+0	4.45879E-9
8.40000E-2	9.99946E-1	3.81052E-9
8.50000E-2	9.99994E-1	3.50447E-9
8.60000E-2	9.99968E-1	2.97588E-9
8.70000E-2	1.00000E+0	3.88376E-9
8.80000E-2	1.00008E+0	3.32806E-9
8.90000E-2	9.99983E-1	3.33523E-9
9.00000E-2	9.99982E-1	3.64129E-9
9.10000E-2	1.00006E+0	3.78684E-9
