## Header ##
[General info]
User	Giorgos_Psaltakis
Device	Sample
Cell area (cm2)	1
Test	Memristor
Date	2024-03-03
Time	03:17:59
Note	

[Acquisition Settings]
Sampling time (s)	1.000E+0
Voltage Range (V)	6.000E+0
Current Range (A)	1.000E-6
Current Limit (A)	1.000E-6

[Waveform Settings]
V_HRS (V)	1.0000
V_LRS (V)	1.0000
V_READ (V)	1.0000
t_HRS (s)	0.2000
t_LRS (s)	0.2000
t_READ (s)	0.0000
d_HRS (s)	0.0000
d_LRS (s)	0.0000
d_READ (s)	0.0000
Cycles	1

## Data ##
Time (s)	Voltage (V)	Current (A)
0.00000E+0	8.54095E-1	3.36537E-7
1.00000E-3	1.00008E+0	1.46306E-8
2.00000E-3	1.00004E+0	9.89548E-9
3.00000E-3	1.00001E+0	8.24926E-9
4.00000E-3	9.99998E-1	8.01894E-9
5.00000E-3	1.00002E+0	6.12620E-9
6.00000E-3	9.99979E-1	6.51079E-9
7.00000E-3	9.99995E-1	5.45393E-9
8.00000E-3	1.00002E+0	5.14227E-9
9.00000E-3	9.99990E-1	5.92891E-9
1.00000E-2	1.00002E+0	4.62490E-9
1.10000E-2	9.99983E-1	5.54463E-9
1.20000E-2	1.00007E+0	5.24044E-9
1.30000E-2	9.99937E-1	4.77482E-9
1.40000E-2	1.00006E+0	4.58345E-9
1.50000E-2	9.99973E-1	4.18234E-9
1.60000E-2	9.99976E-1	4.41920E-9
1.70000E-2	1.00007E+0	4.45941E-9
1.80000E-2	9.99972E-1	4.33319E-9
1.90000E-2	9.99989E-1	4.81533E-9
2.00000E-2	1.00005E+0	4.50273E-9
2.10000E-2	9.99983E-1	3.97103E-9
2.20000E-2	9.99951E-1	4.67197E-9
2.30000E-2	9.99979E-1	4.01684E-9
2.40000E-2	1.00001E+0	4.52174E-9
2.50000E-2	9.99998E-1	4.00656E-9
2.60000E-2	1.00001E+0	3.99627E-9
2.70000E-2	9.99991E-1	3.93238E-9
2.80000E-2	9.99962E-1	3.68305E-9
2.90000E-2	1.00004E+0	4.52860E-9
3.00000E-2	1.00001E+0	3.90371E-9
3.10000E-2	9.99989E-1	3.25358E-9
3.20000E-2	1.00003E+0	3.98755E-9
3.30000E-2	9.99994E-1	4.27896E-9
3.40000E-2	9.99986E-1	3.87909E-9
3.50000E-2	1.00005E+0	3.84262E-9
3.60000E-2	9.99984E-1	3.43808E-9
3.70000E-2	1.00000E+0	4.48684E-9
3.80000E-2	9.99966E-1	3.98630E-9
3.90000E-2	9.99973E-1	3.85945E-9
4.00000E-2	1.00003E+0	3.24703E-9
4.10000E-2	9.99995E-1	3.72887E-9
4.20000E-2	1.00000E+0	3.94610E-9
4.30000E-2	1.00001E+0	3.87628E-9
4.40000E-2	9.99937E-1	3.61542E-9
4.50000E-2	9.99991E-1	3.76720E-9
4.60000E-2	1.00004E+0	3.44993E-9
4.70000E-2	1.00005E+0	3.56867E-9
4.80000E-2	9.99962E-1	4.54107E-9
4.90000E-2	9.99977E-1	3.66560E-9
5.00000E-2	9.99994E-1	3.26230E-9
5.10000E-2	1.00007E+0	3.68118E-9
5.20000E-2	9.99995E-1	3.46738E-9
5.30000E-2	9.99969E-1	4.16769E-9
5.40000E-2	1.00001E+0	3.31934E-9
5.50000E-2	9.99989E-1	4.11782E-9
5.60000E-2	9.99971E-1	3.62695E-9
5.70000E-2	1.00004E+0	3.38074E-9
5.80000E-2	9.99959E-1	3.32900E-9
5.90000E-2	1.00004E+0	3.92335E-9
6.00000E-2	9.99918E-1	3.47642E-9
6.10000E-2	1.00001E+0	3.81146E-9
6.20000E-2	1.00002E+0	3.02513E-9
6.30000E-2	1.00003E+0	3.99378E-9
6.40000E-2	9.99982E-1	3.82486E-9
6.50000E-2	9.99950E-1	3.20371E-9
6.60000E-2	1.00006E+0	3.81115E-9
6.70000E-2	9.99958E-1	3.28630E-9
6.80000E-2	9.99975E-1	3.51911E-9
6.90000E-2	1.00005E+0	3.47392E-9
7.00000E-2	1.00002E+0	3.02855E-9
7.10000E-2	9.99937E-1	4.33911E-9
7.20000E-2	1.00004E+0	2.97588E-9
7.30000E-2	1.00002E+0	3.85696E-9
7.40000E-2	9.99928E-1	3.33461E-9
7.50000E-2	1.00008E+0	3.24142E-9
7.60000E-2	1.00000E+0	3.44837E-9
7.70000E-2	9.99950E-1	3.42655E-9
7.80000E-2	1.00000E+0	4.38648E-9
7.90000E-2	1.00003E+0	2.98305E-9
8.00000E-2	9.99959E-1	3.77780E-9
8.10000E-2	9.99982E-1	2.70380E-9
8.20000E-2	1.00003E+0	4.04770E-9
8.30000E-2	1.00000E+0	3.88158E-9
8.40000E-2	1.00004E+0	3.12392E-9
8.50000E-2	9.99922E-1	3.26542E-9
8.60000E-2	1.00002E+0	3.08964E-9
8.70000E-2	1.00001E+0	3.54561E-9
8.80000E-2	1.00000E+0	3.39133E-9
8.90000E-2	9.99991E-1	3.43372E-9
9.00000E-2	1.00005E+0	2.95531E-9
9.10000E-2	1.00001E+0	3.94173E-9
9.20000E-2	9.99989E-1	3.11333E-9
9.30000E-2	1.00002E+0	3.60389E-9
9.40000E-2	9.99964E-1	3.26542E-9
9.50000E-2	1.00000E+0	3.99129E-9
9.60000E-2	1.00005E+0	3.04788E-9
9.70000E-2	9.99951E-1	2.76395E-9
9.80000E-2	9.99976E-1	4.16333E-9
9.90000E-2	1.00001E+0	3.53937E-9
1.00000E-1	1.00003E+0	2.98866E-9
1.01000E-1	9.99980E-1	3.33928E-9
1.02000E-1	9.99966E-1	3.87597E-9
1.03000E-1	1.00002E+0	3.44463E-9
1.04000E-1	9.99998E-1	2.93568E-9
1.05000E-1	9.99958E-1	3.15447E-9
1.06000E-1	1.00001E+0	3.00456E-9
1.07000E-1	1.00007E+0	3.75754E-9
1.08000E-1	9.99900E-1	3.36546E-9
1.09000E-1	1.00006E+0	3.54374E-9
1.10000E-1	9.99966E-1	2.17864E-9
1.11000E-1	9.99972E-1	3.63973E-9
1.12000E-1	1.00005E+0	4.02557E-9
1.13000E-1	1.00000E+0	2.74805E-9
1.14000E-1	9.99998E-1	3.24547E-9
1.15000E-1	9.99953E-1	3.89872E-9
1.16000E-1	1.00004E+0	3.22054E-9
1.17000E-1	1.00004E+0	2.91480E-9
1.18000E-1	1.00000E+0	2.95375E-9
1.19000E-1	9.99976E-1	3.26573E-9
1.20000E-1	1.00003E+0	3.91337E-9
1.21000E-1	1.00001E+0	3.22615E-9
1.22000E-1	9.99991E-1	3.77686E-9
1.23000E-1	9.99940E-1	3.20589E-9
1.24000E-1	1.00002E+0	3.57397E-9
1.25000E-1	1.00001E+0	3.15291E-9
1.26000E-1	9.99980E-1	2.74494E-9
1.27000E-1	1.00001E+0	3.51506E-9
1.28000E-1	9.99980E-1	3.03292E-9
1.29000E-1	1.00002E+0	3.72450E-9
1.30000E-1	1.00006E+0	2.93942E-9
1.31000E-1	9.99959E-1	3.50883E-9
1.32000E-1	9.99991E-1	3.72762E-9
1.33000E-1	1.00000E+0	2.70442E-9
1.34000E-1	1.00001E+0	3.43497E-9
1.35000E-1	9.99935E-1	3.48359E-9
1.36000E-1	1.00005E+0	3.50415E-9
1.37000E-1	9.99979E-1	2.98461E-9
1.38000E-1	9.99969E-1	3.86662E-9
1.39000E-1	1.00001E+0	2.40117E-9
1.40000E-1	1.00001E+0	3.46987E-9
1.41000E-1	9.99991E-1	3.65968E-9
1.42000E-1	1.00003E+0	3.67152E-9
1.43000E-1	1.00000E+0	3.16849E-9
1.44000E-1	9.99998E-1	4.04832E-9
1.45000E-1	9.99990E-1	3.02575E-9
1.46000E-1	9.99994E-1	4.12686E-9
1.47000E-1	1.00004E+0	3.25358E-9
1.48000E-1	9.99955E-1	3.58550E-9
1.49000E-1	9.99982E-1	4.16551E-9
1.50000E-1	1.00005E+0	3.02949E-9
1.51000E-1	9.99977E-1	4.03897E-9
1.52000E-1	1.00000E+0	3.40941E-9
1.53000E-1	1.00004E+0	3.98069E-9
1.54000E-1	9.99948E-1	4.51987E-9
1.55000E-1	1.00001E+0	3.58955E-9
1.56000E-1	1.00006E+0	3.62633E-9
1.57000E-1	9.99955E-1	4.49899E-9
1.58000E-1	1.00002E+0	4.16831E-9
1.59000E-1	9.99984E-1	3.36546E-9
1.60000E-1	1.00006E+0	5.02820E-9
1.61000E-1	9.99975E-1	4.84681E-9
1.62000E-1	9.99979E-1	4.65171E-9
1.63000E-1	9.99983E-1	3.88439E-9
1.64000E-1	9.99983E-1	4.32508E-9
1.65000E-1	1.00002E+0	4.71529E-9
1.66000E-1	9.99957E-1	5.45923E-9
1.67000E-1	1.00004E+0	4.80910E-9
1.68000E-1	9.99989E-1	5.91084E-9
1.69000E-1	9.99990E-1	4.69316E-9
1.70000E-1	1.00001E+0	5.68581E-9
1.71000E-1	1.00003E+0	4.07700E-9
1.72000E-1	9.99977E-1	6.15986E-9
1.73000E-1	9.99971E-1	5.86253E-9
1.74000E-1	1.00002E+0	6.78599E-9
1.75000E-1	9.99982E-1	5.88621E-9
1.76000E-1	1.00003E+0	5.95603E-9
1.77000E-1	1.00001E+0	5.79334E-9
1.78000E-1	1.00000E+0	5.08710E-9
1.79000E-1	9.99972E-1	6.55972E-9
1.80000E-1	1.00004E+0	7.84129E-9
1.81000E-1	9.99933E-1	6.83679E-9
1.82000E-1	1.00008E+0	7.19957E-9
